nb_true,nb_pred,activation_0,activation_1,activation_2,activation_3,activation_4,activation_5,activation_6,activation_7,activation_8,activation_9,activation_10,activation_11,activation_12,activation_13,activation_14,activation_15,activation_16,activation_17,activation_18,activation_19,activation_20,activation_21,activation_22,activation_23,activation_24,activation_25,activation_26,activation_27,activation_28,activation_29,activation_30,activation_31,activation_32,activation_33,activation_34,activation_35,activation_36,activation_37,activation_38,activation_39,activation_40,activation_41,activation_42,activation_43,activation_44,activation_45,activation_46,activation_47,activation_48,activation_49,activation_50,activation_51,activation_52,activation_53,activation_54,activation_55,activation_56,activation_57,activation_58,activation_59,activation_60,activation_61,activation_62,activation_63,activation_64,activation_65,activation_66,activation_67,activation_68,activation_69,activation_70,activation_71,activation_72,activation_73,activation_74,activation_75,activation_76,activation_77,activation_78,activation_79,activation_80,activation_81,activation_82,activation_83,activation_84,activation_85,activation_86,activation_87,activation_88,activation_89,activation_90,activation_91,activation_92,activation_93,activation_94,activation_95,activation_96,activation_97,activation_98,activation_99,activation_100,activation_101,activation_102,activation_103,activation_104,activation_105,activation_106,activation_107,activation_108,activation_109,activation_110,activation_111,activation_112,activation_113,activation_114,activation_115,activation_116,activation_117,activation_118,activation_119,activation_120,activation_121,activation_122,activation_123,activation_124,activation_125,activation_126,activation_127,activation_128,activation_129,activation_130,activation_131,activation_132,activation_133,activation_134,activation_135,activation_136,activation_137,activation_138,activation_139,activation_140,activation_141,activation_142,activation_143,activation_144,activation_145,activation_146,activation_147,activation_148,activation_149,activation_150,activation_151,activation_152,activation_153,activation_154,activation_155,activation_156,activation_157,activation_158,activation_159,activation_160,activation_161,activation_162,activation_163,activation_164,activation_165,activation_166,activation_167,activation_168,activation_169,activation_170,activation_171,activation_172,activation_173,activation_174,activation_175,activation_176,activation_177,activation_178,activation_179,activation_180,activation_181,activation_182,activation_183,activation_184,activation_185,activation_186,activation_187,activation_188,activation_189,activation_190,activation_191
0.0,0.0,0.0,0.0,0.0,0.0,1.9087523221969604,0.0,0.0,0.0,0.0,0.0,3.4221506118774414,0.0,0.0,0.0,0.0,0.0,0.0,4.320277214050293,0.0,0.0,4.688087463378906,0.06629753112792969,1.5668388605117798,1.4057300090789795,0.0,0.0,18.72105598449707,0.0,0.0,0.0,0.0,0.0,0.0,7.035313129425049,0.0,0.0,6.193657875061035,7.753127574920654,0.0,0.0,15.893651962280273,0.0,0.0,11.098278999328613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.095921516418457,0.0,9.281004905700684,0.0,0.0,0.0,5.490378379821777,0.0,0.0,2.155210256576538,0.0,0.0,3.680600643157959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1990461349487305,0.0,0.0,8.589032173156738,0.0,0.7877472639083862,0.0,5.243038654327393,0.0,0.19737887382507324,0.0,0.0,0.0,0.0,0.0,0.0,2.112964630126953,5.363063812255859,0.0,0.0,0.0,0.0,0.0,0.0,1.5583453178405762,0.0,0.0,2.5952982902526855,0.0,0.0,0.0,0.0,0.0,0.0,3.9920058250427246,7.391313552856445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0922460556030273,5.5818939208984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.945437908172607,0.0,0.7408861517906189,0.1305464804172516,0.0,6.744513988494873,7.89741849899292,11.802953720092773,5.320666790008545,0.0,0.0,3.1239278316497803,5.626369476318359,0.0,3.160060167312622,6.94413423538208,0.0,11.20427131652832,9.268424987792969,0.0,0.0,0.0,0.0,0.9483196139335632,1.6600830554962158,0.0,1.9050263166427612,0.0,0.0,9.405904769897461,0.0,2.367459535598755,6.9053635597229,0.0,0.0,4.42329216003418,0.0,0.0,2.112267017364502,15.683841705322266,0.0,0.0,0.0,0.0,0.0,9.212090492248535,0.0,0.0,0.0,0.0,0.0,0.0,8.836071014404297,0.0,0.0,3.7027335166931152,0.0,1.7846962213516235,9.971918106079102,0.0,2.173067569732666,9.37314510345459,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.139901638031006,0.1592724323272705,0.0,0.0,2.150977849960327,0.0,0.0,0.0,0.0,4.140827655792236,0.0,0.9998540878295898,0.0,0.0,5.318887710571289,0.0,0.0,0.0,6.56777286529541,0.0,0.0,0.0,0.07859015464782715,4.183707237243652,0.0,0.0,0.0,6.361099720001221,0.0,0.0,1.8200750350952148,0.4239538908004761,0.0,0.0,0.0,0.0,0.20108568668365479,0.0,0.0,0.0,0.0,0.0,0.0,1.6363835334777832,0.0,0.0,0.0,4.400984764099121,0.0,0.0,3.9107723236083984,0.0,4.06962776184082,5.4338884353637695,0.0,5.848552703857422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.122640609741211,0.0,0.0,0.0,0.0,1.4977971315383911,0.0,0.0,3.3892388343811035,0.0,0.6276476383209229,0.0,5.760352611541748,0.0,10.590789794921875,0.0,3.6751086711883545,8.001466751098633,2.9552321434020996,1.3073036670684814,0.0,0.0,0.0,0.0,0.0,4.244209289550781,0.0,0.0,0.0,0.0,0.0,0.0,4.567845821380615,1.6380711793899536,0.0,0.0,0.0,0.0,0.0,1.0655128955841064,0.0,3.469860792160034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2195587158203125,0.0,0.0,0.0,0.0,0.0,0.0,2.323734760284424,2.8459625244140625,0.0,0.3139420747756958,0.11500705778598785,2.880363702774048,0.9204937815666199,5.496793270111084,0.0,0.0,0.0,6.251144886016846,2.5341639518737793,4.634554862976074,4.1396307945251465,5.256324291229248,6.154552459716797,0.0,2.6997478008270264,1.6856926679611206,0.0,2.0108649730682373,7.412454128265381,0.0,1.5918216705322266,1.5544058084487915,0.0,6.996513366699219,4.806219100952148,3.782315969467163,4.641975402832031,1.3380459547042847,0.0,1.7702010869979858,0.5472732782363892,0.0,0.0,2.4900293350219727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9011365175247192,0.0,3.0050971508026123,0.20717616379261017,0.0,0.0,6.015267372131348,1.2390379905700684,0.5651488304138184,0.2674942910671234,4.889489650726318,3.3573007583618164,3.0077593326568604,1.5064162015914917,0.4783180356025696,0.0,0.18006683886051178,2.748354434967041,0.30457577109336853,2.0666885375976562
2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.332146644592285,8.10091781616211,0.0,6.914190292358398,1.757352590560913,0.0,0.0,0.0,0.0,0.0,0.0,2.6382198333740234,0.0,0.0,8.303010940551758,8.793187141418457,3.543018102645874,7.419376373291016,3.1014842987060547,0.0,4.3901872634887695,0.0,3.233527898788452,2.0001060962677,0.0,0.0,0.0,2.097942590713501,0.0,0.0,5.607787132263184,0.0,0.0,0.0,2.1517937183380127,0.0,0.0,3.517465591430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5746097564697266,0.0,0.0,0.0,0.0,0.0,0.0,12.482519149780273,0.0,0.0,3.874814748764038,0.0,0.0,0.4636850953102112,0.0,0.0,0.0,4.018050193786621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2625579833984375,0.0,4.3546223640441895,0.0,0.0,0.0,1.273665189743042,0.0,0.3480947017669678,0.0,6.284189224243164,0.45762574672698975,0.0,6.252079010009766,9.885807991027832,0.0,0.0,0.0,0.0,0.0,3.695399284362793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.444903373718262,2.2916266918182373,6.034642219543457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.429542064666748,0.0,1.8019349575042725,12.989900588989258,0.0,1.050593614578247,0.0,0.0,0.0,2.400850772857666,10.410935401916504,2.9781382083892822,3.717895269393921,2.0509581565856934,0.0,1.8537861108779907,3.3050456047058105,0.0,0.0,7.139284610748291,0.0,0.0,0.0,9.093473434448242,0.0,0.0,0.0,0.0,11.669894218444824,0.0,0.0,5.85307502746582,0.0,0.0,1.5867533683776855,3.127028465270996,6.585570335388184,11.25004768371582,6.145514488220215,3.9186244010925293,7.390798091888428,0.0,4.216418266296387,0.0,6.395838737487793,0.0,3.4627883434295654,0.0,0.0,0.0,4.351865291595459,0.0,0.0,0.0,2.1203081607818604,0.0,0.0,1.2194305658340454,0.0,0.0,1.361782193183899,0.0,0.0,6.774089813232422,0.0,6.51190185546875,0.0,0.0,4.853764533996582,0.0,0.0,7.529425621032715,8.152963638305664,0.0
3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3754676580429077,1.8506624698638916,0.0,0.0,0.0,0.0,2.898960590362549,0.0,6.91539192199707,0.0,0.0,1.5754531621932983,9.708914756774902,0.7572202682495117,4.0616655349731445,12.332869529724121,0.0,0.0,0.0,6.793513774871826,0.0,0.0,0.0,0.0,3.4888432025909424,0.0,1.4024543762207031,4.431759834289551,2.526360511779785,0.0,1.182124137878418,0.0,0.0,7.286835670471191,2.6138527393341064,0.0,2.9221692085266113,0.0,0.0,0.0,4.32661247253418,0.0,1.569111704826355,4.506593704223633,0.0,3.1751317977905273,0.0,1.7733607292175293,0.0,8.192161560058594,0.0,0.0,2.772813320159912,0.0,0.0,3.458747625350952,0.0,0.0,9.679275512695312,1.2839322090148926,0.0,2.366140604019165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6747905015945435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723735511302948,3.2840781211853027,0.0,7.383187294006348,3.787696123123169,0.0,0.0,0.0,0.0,1.0241543054580688,0.0,0.0,0.0,0.0,0.0,0.0,2.6245994567871094,0.6987152099609375,0.0,0.0,2.3350601196289062,1.1510229110717773,0.11833083629608154,7.883143424987793,0.0,0.7904530763626099,0.0,0.0,0.0,0.0,0.0,0.0,1.990454912185669,0.0,0.8957376480102539,5.680024147033691,0.0,0.0,0.0,0.0,0.0,4.399906158447266,9.887752532958984,7.409172534942627,0.0,0.0,1.9735537767410278,4.792048931121826,0.0,3.3500993251800537,0.0,2.1408767700195312,1.688340663909912,9.2879638671875,0.6631317138671875,9.712890625,0.0,0.0,0.0,0.0,5.081465721130371,0.0,0.0,4.20441198348999,0.0,2.454440116882324,9.04039478302002,2.6370906829833984,0.0,10.093839645385742,7.316027641296387,0.0,3.07539701461792,0.0,0.0,7.249672889709473,3.344057083129883,0.0,0.0,0.0,0.0,4.555065155029297,0.8733309507369995,0.0,0.0,0.0,1.055670142173767,0.0,0.0,0.0,0.0,6.416047096252441,0.0,9.730335235595703,0.0,5.249129772186279,5.94993257522583,7.233623027801514,7.044571399688721,0.0,2.2206106185913086,0.0,0.9952142238616943,11.397464752197266,1.9718222618103027,1.634505271911621
4.0,4.0,0.0,0.0,0.0,0.0,2.164771318435669,0.0,0.0,7.550503730773926,0.0,6.571051597595215,6.040457725524902,0.0,0.0,0.0,0.0,0.2672910690307617,0.0,1.4198806285858154,0.0,0.0,4.567765712738037,4.671361923217773,5.0557661056518555,2.512554168701172,0.0,0.0,0.0,0.0,0.0,0.9090099334716797,0.0,1.8132860660552979,0.0,0.0,0.0,1.5682522058486938,0.0,1.5961717367172241,0.0,4.024113655090332,9.08455753326416,0.0,0.0,5.281571388244629,0.0,7.622409820556641,0.0,0.0,0.0,1.9161057472229004,0.0,5.0474772453308105,0.0,1.8895330429077148,0.0,0.0,0.0,0.0,3.124410629272461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2509212493896484,0.0,0.0,1.4443199634552002,0.0,2.223740816116333,3.802072763442993,0.0,6.7230753898620605,0.0,0.0,0.0,0.0,0.0,0.0,13.88276195526123,9.396028518676758,0.0,0.19984197616577148,0.0,4.002786636352539,0.0,0.0,0.0,0.0,0.08577251434326172,5.320256233215332,2.4340741634368896,0.0,0.0,10.87962532043457,0.0,0.0,3.151491403579712,0.0,0.0,8.294088363647461,0.0,0.0,4.119114875793457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.803285837173462,0.0,0.0,0.0,0.0,3.791611671447754,0.0,2.1642982959747314,0.0,0.0,0.0,3.3504698276519775,4.714483737945557,1.9306273460388184,0.0,5.498936176300049,1.0101118087768555,1.305503487586975,0.0,0.0,0.0,8.526280403137207,0.0,0.0,0.0,0.0,3.156832456588745,5.2261738777160645,0.0,0.0,6.940835475921631,0.0,0.0,4.461112022399902,0.0,9.066829681396484,0.0,0.2889668345451355,6.36008882522583,0.9045968055725098,0.23486030101776123,7.0814642906188965,0.0,4.441513538360596,4.987974166870117,0.0,0.0,0.0,6.495429039001465,0.0,0.5421154499053955,0.0,0.0,0.0,3.710327625274658,0.0,0.0,6.386526584625244,0.0,0.0,8.259882926940918,2.329287528991699,1.7967721223831177,0.0,0.0,0.0,0.0,1.2214640378952026,4.8575758934021,2.9538655281066895,0.0,0.0057760197669267654,0.9129534959793091,9.016851425170898
8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.787731647491455,2.180368423461914,0.0,2.5771169662475586,6.880316257476807,0.0,0.0,0.0,0.0,9.318421363830566,0.0,3.2917304039001465,0.0,0.0,9.74388599395752,0.0,0.0,5.159101963043213,3.0660672187805176,0.0,0.0,1.7305761575698853,0.0,4.509024620056152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.835594654083252,0.0,0.5279991626739502,3.2925901412963867,0.0,0.0,0.0,0.0,3.8239400386810303,0.0,0.0,0.0,0.0,0.0,1.2707713842391968,0.0,4.155617713928223,1.1163341999053955,0.0,1.6562931537628174,0.0,5.256932735443115,7.468823432922363,0.0,1.75714910030365,0.0,0.0,0.0,0.0,0.0,1.1488347053527832,0.0,0.0,0.9490053653717041,0.0,0.0,0.0,0.0,0.7702174186706543,0.0,0.0,6.5674662590026855,0.0,0.0,0.0,0.0,0.0,5.074615478515625,2.7249884605407715,6.142838478088379,0.0,0.0,0.0,1.828453540802002,0.0,0.0,0.0,0.0,4.233642578125,0.3213841915130615,1.2074952125549316,0.0,0.0,2.8708853721618652,0.0,0.0,4.9698991775512695,0.0,0.0,0.0,1.7232565879821777,0.0,0.0,0.0,5.0415239334106445,0.0,0.0,0.0,0.0,0.0,0.0,1.6161621809005737,0.0,0.0,0.0,0.0,0.0,0.0,0.23767304420471191,0.0,0.0,2.632216453552246,0.0,2.7720019817352295,4.6533098220825195,2.299205780029297,0.0,3.035294532775879,2.844459056854248,1.3559733629226685,1.1248270273208618,0.027267903089523315,2.5462846755981445,1.975293755531311,0.0,0.0,5.4359235763549805,0.0,0.0038344264030456543,0.0,0.0,2.799819231033325,3.7452473640441895,0.0,4.6593194007873535,0.0,0.0,5.287312984466553,2.1016242504119873,1.6849440336227417,2.3474767208099365,4.8659749031066895,0.0,6.280852317810059,0.0,0.8880778551101685,0.0,4.422536849975586,0.0,1.572104573249817,0.0,0.0,0.0,0.0,0.0,2.6125648021698,0.0,2.290900468826294,0.0,0.0,0.0,6.366589069366455,1.5822662115097046,2.914867877960205,2.49461030960083,3.2877402305603027,1.089783787727356,3.051187038421631,6.971995830535889,0.0,1.9210999011993408,1.907224416732788,0.0538480281829834,2.0897421836853027,5.957652568817139
6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964714765548706,0.0,0.0,7.040122985839844,0.0,0.0,0.0,4.379964828491211,4.698493003845215,0.0,4.136590480804443,0.0,0.0,0.0,0.0,0.9896405935287476,0.0,0.0,0.0,0.0,0.0,0.0,0.1453258991241455,0.0,0.14105448126792908,0.0,0.0,0.0,3.103874683380127,0.0,6.618574619293213,0.0,0.0,10.033106803894043,0.0,0.0,0.923984706401825,0.0,3.03969407081604,0.0,0.0,0.0,0.0,0.0,0.0,0.5565767288208008,3.802239418029785,0.0,0.0,0.0,0.0,0.0,3.823650360107422,0.0,0.0,0.0,2.25734281539917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5808043479919434,0.0,7.0393829345703125,0.0,0.0,1.8963603973388672,0.0,0.0,0.0,4.510658264160156,0.0,0.522650957107544,0.0,2.935288429260254,0.0,8.888496398925781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.977832317352295,0.0,0.0,15.605613708496094,0.0,2.9850006103515625,0.0,0.0,0.0,1.2071058750152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7333943843841553,1.690279483795166,0.0,0.0,0.0,0.0,0.0,0.2459956407546997,0.0,0.0,0.0,1.420353889465332,1.9506593942642212,3.668241262435913,5.8983659744262695,0.0,5.406732082366943,0.0,3.824251174926758,0.0,0.0,0.0,0.0,0.0,0.005564477294683456,2.0594422817230225,3.0872561931610107,0.0,0.0,0.0,5.245476245880127,0.0,0.0,3.276865005493164,0.0,4.763202667236328,0.0,0.0,0.0,0.0,4.857778549194336,1.2047713994979858,2.5550591945648193,0.0,0.0,0.0,2.6410043239593506,0.15889126062393188,0.0,0.0,2.2177670001983643,0.0,0.0,0.0,4.871148109436035,0.2647419273853302,0.0,0.7887527942657471,0.0,1.5935078859329224,10.634684562683105,0.0,8.773456573486328,0.5009021759033203,0.0,0.0,0.0,0.0,1.622066617012024,2.5434744358062744,0.0,0.0,3.018760919570923,5.384411334991455
7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6235515475273132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24434340000152588,0.0,7.191653251647949,0.0,0.0,0.0,6.0081963539123535,4.073638439178467,0.0,8.021398544311523,0.0,0.0,0.0,11.470726013183594,0.0,0.0,0.0,0.0,5.482632637023926,0.0,0.0013549327850341797,8.134259223937988,0.0,0.0,3.1896958351135254,0.0,0.0,0.0,3.7013039588928223,0.0,8.200983047485352,0.0,0.0,0.0,13.476301193237305,0.0,6.246614456176758,0.01619011163711548,0.0,2.5969371795654297,0.0,0.48687195777893066,0.0,5.881328582763672,0.0,0.0,0.6837021112442017,0.0,0.0,2.5960028171539307,0.0,0.0,0.0,1.1276443004608154,0.0,4.01608943939209,0.0,0.0,0.0,0.0,0.0,2.555917739868164,0.0,0.0,0.0,0.0,0.0,1.732405424118042,0.0,0.0,1.7608115673065186,3.430372714996338,7.858587741851807,0.0,1.8235301971435547,2.164695978164673,0.0,0.0,0.0,0.0,0.0,0.0,0.959092378616333,0.0,0.0,0.0,0.0,5.520000457763672,0.0,0.0,0.0,3.31852650642395,0.37204107642173767,0.0,9.631330490112305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7917327880859375,0.0,5.386994361877441,8.116838455200195,0.0,0.0,0.0,0.0,0.0,3.896455764770508,10.878493309020996,9.859389305114746,0.0,0.0,0.0,10.624673843383789,0.0,2.046046257019043,0.0,0.9312921762466431,8.236607551574707,4.618762016296387,2.8898849487304688,15.34021282196045,0.830165445804596,0.5017166137695312,0.0,1.7036664485931396,4.801346302032471,0.0,0.6374905705451965,6.054088115692139,0.0,0.0,7.414736270904541,5.8988237380981445,0.0,7.938297271728516,9.964851379394531,4.659969806671143,0.0,0.0,0.0,6.652343273162842,1.0382933616638184,0.0,1.361861228942871,0.0,0.0,2.908964157104492,7.0781168937683105,0.0,0.0,0.0,0.0,0.0,0.0,4.267642974853516,0.0,0.22294467687606812,0.0,5.464236259460449,0.0,0.0,4.744487285614014,8.46899700164795,0.0,0.0,5.017091751098633,0.0,0.0,10.583890914916992,3.1295979022979736,0.0
8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.496490955352783,12.38440227508545,0.0,6.226265907287598,0.504676103591919,0.0,0.0,0.0,0.0,0.0,0.0,7.372507572174072,0.0,0.0,6.016031742095947,0.0,0.0,1.7049671411514282,0.4143986701965332,0.0,0.0,0.28574132919311523,10.072303771972656,0.2487426996231079,0.0,0.0,0.0,0.9412639141082764,0.0,0.0,0.0,0.0,0.0,0.0,6.297980308532715,0.0,4.689714431762695,5.453387260437012,0.0,0.0,0.0,0.0,0.0,1.2107717990875244,0.0,0.0,0.0,0.0,2.428318977355957,0.0,6.55505895614624,0.0,7.897207260131836,1.641916275024414,0.0,2.0173308849334717,0.0,1.0431808233261108,0.0,0.0,0.0,2.6825201511383057,5.423213958740234,0.0,0.0,0.0,0.0,1.2015719413757324,0.0,1.9644482135772705,8.661810874938965,0.0,0.7375297546386719,0.0,0.0,0.0,8.529232025146484,0.0,0.0,0.0,0.0,10.064736366271973,0.0,0.0,0.7095222473144531,0.0,0.0,0.0,0.0,2.5968520641326904,3.5950043201446533,0.0,0.0,0.0,0.0,0.0,0.0,1.8048564195632935,0.0,0.0,0.0,0.20625042915344238,0.0,0.04030966758728027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.775390625,0.0,6.364880561828613,4.235607147216797,0.0,0.0,0.0,4.617356777191162,0.0,0.0,0.7645225524902344,3.614881992340088,0.0,2.8299622535705566,0.0,3.601407527923584,0.0,0.0,0.0,1.8410670757293701,4.038578987121582,6.218933582305908,0.0,1.06832754611969,1.3219919204711914,0.0,0.0,0.0,11.617308616638184,0.0,0.0,4.663278579711914,0.0,3.232969284057617,3.626326084136963,2.318294048309326,2.1283693313598633,4.911803245544434,1.9167031049728394,0.0,7.935059070587158,0.0,4.065678119659424,5.6394853591918945,4.484799385070801,0.0,3.7272520065307617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.417809009552002,0.0,1.164157748222351,0.0,0.0,0.0,4.019946098327637,2.1630070209503174,0.0,10.851422309875488,0.7263582348823547,5.351864814758301,0.6352565288543701,0.0,6.062426567077637,0.0,0.0,0.0,4.715294361114502,4.605162143707275
9.0,9.0,0.0,0.0,0.0,0.0,5.859243392944336,0.0,0.0,11.213094711303711,0.0,4.524435043334961,1.3093916177749634,0.0,0.0,0.0,2.100663423538208,0.0,0.0,1.3956682682037354,0.0,0.0,3.5975348949432373,3.86650013923645,0.0,0.0,0.0,0.0,0.0,4.197566509246826,3.269918918609619,0.0,0.0,0.0,0.0,0.9036602973937988,0.0,0.0,0.0,0.0,0.0,4.768606185913086,7.661172866821289,0.0,0.0,6.903336048126221,0.0,6.705296039581299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8050000667572021,7.123910427093506,0.0,3.6817479133605957,0.0,1.759199619293213,0.0,0.0,0.9425365924835205,0.0,0.0,0.0,0.0,0.0,0.0,0.7461462020874023,0.0,1.3657701015472412,0.0,0.0,0.0,0.0,0.0,6.854639053344727,0.0,4.430778980255127,0.0,0.0,0.0,7.033509731292725,0.0,0.0,12.19743824005127,5.990464210510254,2.7973804473876953,0.0,0.0,1.3220983743667603,0.0,0.0,0.0,0.0,2.6665875911712646,6.438197135925293,6.219783782958984,0.0,0.0,5.905167102813721,0.0,0.0,0.0,0.0,0.0,0.47686541080474854,0.0,0.0,3.37857723236084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.215028285980225,0.0,2.1666884422302246,0.0,0.0,0.11053788661956787,0.0,4.649176597595215,0.0,0.0,0.0,3.5104448795318604,0.21732103824615479,0.007979120127856731,0.0,9.241626739501953,0.0,3.180913209915161,1.6900825500488281,0.0,1.9922904968261719,7.278201580047607,0.0,2.3903918266296387,0.0,0.6929598450660706,0.0,5.524956703186035,3.540903329849243,0.0,1.4362252950668335,0.0,0.0,5.24325704574585,5.733156681060791,7.042600154876709,0.0,0.0,2.23842716217041,0.0,1.7957878112792969,0.0,0.0,7.177989959716797,3.206789970397949,0.0,0.0,0.0,5.176980018615723,0.0,0.0,0.0,0.0,0.0,0.07044155150651932,0.0,0.0,0.0,0.0,0.0,3.114515542984009,2.542947292327881,0.0,3.487776041030884,0.0,0.0,0.0,0.0,4.109837055206299,3.2171006202697754,0.0,0.0,3.0161185264587402,8.529879570007324
